,userId,mood,recommendations,feedbacks,number of recs
245,245,Disgust,['Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989)'],['Perfect'],1
246,246,Sadness,"['Menace II Society (1993)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
247,247,Fear,['Star Trek (2009)'],['Perfect'],1
248,248,Disgust,"['Harder They Come, The (1973)']",['Perfect'],1
249,249,Disgust,"[""Dante's Inferno: An Animated Epic (2010)"", 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
250,250,Sadness,['Chicago (2002)'],['Perfect'],1
251,251,Disgust,"['Knock Knock (2015)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
252,252,Joy,['Tears for Sale (2008)'],['Perfect'],1
253,253,Joy,"['Stand, The (1994)']",['Perfect'],1
254,254,Anger,"['Infernal Affairs 2 (Mou gaan dou II) (2003)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
255,255,Sadness,['Chinatown (1974)'],['Perfect'],1
256,256,Anger,"['Tornado! (1996)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
257,257,Sadness,"['Descent (2007)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
258,258,Joy,"['Our Lips Are Sealed (2000)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
259,259,Fear,"['Fright Night (2011)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
260,260,Anger,['Love Exposure (Ai No Mukidashi) (2008)'],['Perfect'],1
261,261,Disgust,"['Poker Night (2014)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
262,262,Fear,"['Resident Evil: Retribution (2012)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
263,263,Joy,"['Mr. Right (2016)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
264,264,Joy,"['Music and Lyrics (2007)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
265,265,Fear,['Solyaris (1968)'],['Perfect'],1
266,266,Fear,"[""Devil's Rejects, The (2005)""]",['Perfect'],1
267,267,Disgust,"['Men Who Stare at Goats, The (2009)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
268,268,Anger,"['Bad Company (2002)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
269,269,Anger,"['Torque (2004)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
270,270,Joy,"['Aladdin and the King of Thieves (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
271,271,Sadness,"['U.S. Marshals (1998)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
272,272,Anger,"['Ip Man (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
273,273,Anger,"['Dances with Wolves (1990)', 'Silence of the Lambs, The (1991)']","['Like', 'Perfect']",2
274,274,Anger,['Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)'],['Perfect'],1
275,275,Disgust,"['Monument Ave. (1998)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
276,276,Sadness,"['Bad Company (2002)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
277,277,Fear,"['Puppet Master (1989)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
278,278,Sadness,"['Spy Who Came in from the Cold, The (1965)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
279,279,Anger,"['Brake (2012)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
280,280,Fear,"['Oblivion (2013)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
281,281,Sadness,"['Deadfall (2012)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
282,282,Disgust,"['Red Hill (2010)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
283,283,Anger,"['Chain Reaction (1996)', 'Star Wars: Episode IV - A New Hope (1977)']","['Like', 'Perfect']",2
284,284,Disgust,"['Point Blank (1967)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
285,285,Joy,"['Blame It on Rio (1984)', 'American Beauty (1999)']","['Dislike', 'Perfect']",2
286,286,Fear,"['The Beast of Hollow Mountain (1956)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
287,287,Sadness,"['Body of Evidence (1993)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
288,288,Fear,"['Midnight Meat Train, The (2008)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
289,289,Fear,"['Tomorrowland (2015)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
290,290,Fear,['All-Star Superman (2011)'],['Perfect'],1
291,291,Joy,['Wilbur Wants to Kill Himself (2002)'],['Perfect'],1
292,292,Anger,"['Rising Sun (1993)', 'Sneakers (1992)', 'Hunt for Red October, The (1990)']","['Like', 'Like', 'Perfect']",3
293,293,Fear,"['Uninvited, The (2009)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
294,294,Sadness,"['Close Range (2015)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
295,295,Anger,"['Maiden Heist, The (2009)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
296,296,Joy,['Lost in Translation (2003)'],['Perfect'],1
297,297,Fear,['Redline (2009)'],['Perfect'],1
298,298,Disgust,"[""Project A ('A' gai waak) (1983)""]",['Perfect'],1
299,299,Joy,"['Jackass: The Movie (2002)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
300,300,Sadness,"['For Your Eyes Only (1981)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
301,301,Joy,"['Cinderella Story, A (2004)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
302,302,Sadness,['Time of the Gypsies (Dom za vesanje) (1989)'],['Perfect'],1
303,303,Joy,"['The Jungle Book (2016)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
304,304,Joy,"['10th Kingdom, The (2000)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
305,305,Joy,"[""It's a Very Merry Muppet Christmas Movie (2002)"", 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
306,306,Disgust,"['Iceman, The (2012)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
307,307,Disgust,['L.A. Confidential (1997)'],['Perfect'],1
308,308,Joy,"['Vacation (2015)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
309,309,Anger,['Raiders of the Lost Ark: The Adaptation (1989)'],['Perfect'],1
310,310,Sadness,"['Conversation, The (1974)']",['Perfect'],1
311,311,Anger,"['Patlabor 2: The Movie (1993)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
312,312,Anger,"['Snow White and the Huntsman (2012)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
313,313,Joy,"['Pride and Prejudice (1940)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
314,314,Disgust,['Body of Lies (2008)'],['Perfect'],1
315,315,Joy,"['Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
316,316,Anger,"['G.I. Joe: Retaliation (2013)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
317,317,Disgust,"['Deadpool 2 (2018)', 'Sneakers (1992)', 'Star Wars: Episode IV - A New Hope (1977)']","['Like', 'Like', 'Perfect']",3
318,318,Joy,"[""Futurama: Bender's Big Score (2007)""]",['Perfect'],1
319,319,Disgust,"['Anything for Her (Pour elle) (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
320,320,Sadness,"['AVPR: Aliens vs. Predator - Requiem (2007)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
321,321,Joy,"[""Please Don't Eat the Daisies (1960)"", 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
322,322,Fear,"['War of the Worlds (2005)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
323,323,Fear,"['Southbound (2016)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
324,324,Disgust,"['Carpool (1996)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
325,325,Fear,"['Teeth (2007)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
326,326,Joy,['Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)'],['Perfect'],1
327,327,Sadness,"['Virgin Spring, The (Jungfrukällan) (1960)']",['Perfect'],1
328,328,Fear,"['Suicide Squad (2016)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
329,329,Fear,"['Innkeepers, The (2011)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
330,330,Fear,['The Amazing Screw-On Head (2006)'],['Perfect'],1
331,331,Joy,"['Percy Jackson: Sea of Monsters (2013)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
332,332,Disgust,"['Terminator 2: Judgment Day (1991)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
333,333,Joy,"['Clash of the Titans (2010)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
334,334,Anger,"['Good Time (2017)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
335,335,Joy,"['Muppet Christmas: Letters to Santa, A (2008)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
336,336,Joy,['Cinderella (2015)'],['Perfect'],1
337,337,Disgust,['Bonnie and Clyde (1967)'],['Perfect'],1
338,338,Sadness,"['DOA: Dead or Alive (2006)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
339,339,Joy,"['Big Fat Liar (2002)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
340,340,Anger,"['Silence of the Lambs, The (1991)']",['Perfect'],1
341,341,Joy,"['Madagascar: Escape 2 Africa (2008)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
342,342,Anger,"['Dunkirk (2017)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
343,343,Anger,"['X-Files: Fight the Future, The (1998)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']","['Like', 'Perfect']",2
344,344,Sadness,"['King Arthur (2004)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
345,345,Fear,"['Mortuary (1983)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
346,346,Anger,"['Thor: Ragnarok (2017)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
347,347,Joy,['Shall We Dance? (Shall We Dansu?) (1996)'],['Perfect'],1
348,348,Anger,"['Pineapple Express (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
349,349,Disgust,['Into the Wild (2007)'],['Perfect'],1
350,350,Fear,"['Transformers (2007)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
351,351,Fear,"['Videodrome (1983)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
352,352,Anger,"['Johnny Eager (1942)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
353,353,Anger,"['Swelter (2014)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
354,354,Sadness,"['Mulholland Falls (1996)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
355,355,Anger,"['Dunkirk (2017)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
356,356,Anger,"['Crossfire (1947)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
357,357,Sadness,"['Death Race 2 (2010)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
358,358,Fear,"['Ice Cream Man (1995)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
359,359,Sadness,"['New Rose Hotel (1998)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
360,360,Disgust,"['Dead Man Walking (1995)', 'Fargo (1996)']","['Like', 'Perfect']",2
361,361,Fear,"['Giver, The (2014)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
362,362,Disgust,"['Futurama: The Beast with a Billion Backs (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
363,363,Joy,"['Bruce Almighty (2003)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
364,364,Disgust,['Tokyo Tribe (2014)'],['Perfect'],1
365,365,Joy,['Alesha Popovich and Tugarin the Dragon (2004)'],['Perfect'],1
366,366,Joy,['Wonder Woman (2009)'],['Perfect'],1
367,367,Joy,"['Princess Bride, The (1987)']",['Perfect'],1
368,368,Fear,['Ruby Red (2013)'],['Perfect'],1
369,369,Anger,"['Above the Rim (1994)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
370,370,Joy,"['You Will Meet a Tall Dark Stranger (2010)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
371,371,Sadness,"['Free Fire (2017)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
372,372,Anger,"['The True Memoirs of an International Assassin (2016)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
373,373,Fear,"['Home (2015)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
374,374,Anger,"['Red Hill (2010)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
375,375,Disgust,"['16 Blocks (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
376,376,Anger,"['Gone in 60 Seconds (1974)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
377,377,Sadness,"['Murder by Death (1976)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
378,378,Joy,['Elizabethtown (2005)'],['Perfect'],1
379,379,Sadness,['Goodfellas (1990)'],['Perfect'],1
380,380,Sadness,"['Thumbsucker (2005)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
381,381,Joy,"['Angel-A (2005)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
382,382,Anger,"['Wyatt Earp (1994)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
383,383,Disgust,"['Fast & Furious (Fast and the Furious 4, The) (2009)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
384,384,Fear,"['Machine Girl, The (Kataude mashin gâru) (2008)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
385,385,Anger,"['Grindhouse (2007)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
386,386,Sadness,"['Captain America II: Death Too Soon (1979)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
387,387,Disgust,"['2 Fast 2 Furious (Fast and the Furious 2, The) (2003)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
388,388,Sadness,"['Point Break (1991)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
389,389,Disgust,"['X-Files: Fight the Future, The (1998)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']","['Like', 'Perfect']",2
390,390,Sadness,"['Futurama: The Beast with a Billion Backs (2008)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
391,391,Anger,"['Staten Island (2009)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
392,392,Disgust,"['Pusher II: With Blood on My Hands (2004)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
393,393,Sadness,['Sanjuro (Tsubaki Sanjûrô) (1962)'],['Perfect'],1
394,394,Anger,"['Hurt Locker, The (2008)']",['Perfect'],1
395,395,Sadness,"[""Avventura, L' (Adventure, The) (1960)""]",['Perfect'],1
396,396,Sadness,"['To Have and Have Not (1944)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
397,397,Fear,"['Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)']",['Perfect'],1
398,398,Sadness,"[""Big Momma's House 2 (2006)"", 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
399,399,Anger,['Kingsman: The Secret Service (2015)'],['Perfect'],1
400,400,Disgust,['Braveheart (1995)'],['Perfect'],1
401,401,Anger,['Supercop 2 (Project S) (Chao ji ji hua) (1993)'],['Perfect'],1
402,402,Fear,"['Real Steel (2011)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
403,403,Disgust,['Mother (Madeo) (2009)'],['Perfect'],1
404,404,Disgust,['Rise of the Footsoldier (2007)'],['Perfect'],1
405,405,Disgust,['Love and a .45 (1994)'],['Perfect'],1
406,406,Fear,['Them! (1954)'],['Perfect'],1
407,407,Joy,"['American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
408,408,Fear,"['Battle: Los Angeles (2011)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
409,409,Fear,"['Legend of Sleepy Hollow, The (1980)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
410,410,Sadness,"['True Crime (1999)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
411,411,Anger,"['Gone in 60 Seconds (2000)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']","['Like', 'Perfect']",2
412,412,Fear,"['Piranha (1978)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
413,413,Joy,"[""Look Who's Talking Too (1990)"", 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
414,414,Joy,"['The Star Wars Holiday Special (1978)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
415,415,Fear,"['Sweeney Todd: The Demon Barber of Fleet Street (2007)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
416,416,Fear,"['Species III (2004)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
417,417,Anger,"['Tall Man, The (2012)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
418,418,Anger,"['Diamond Arm, The (Brilliantovaya ruka) (1968)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
419,419,Anger,['Masterminds (2016)'],['Perfect'],1
420,420,Disgust,"['Ghost in the Shell Arise - Border 2: Ghost Whispers (2013)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
421,421,Disgust,"['Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
422,422,Joy,"['Man Trouble (1992)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
423,423,Sadness,['Black Mirror: White Christmas (2014)'],['Perfect'],1
424,424,Disgust,"['Renaissance (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
425,425,Sadness,"['Village, The (2004)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
426,426,Fear,"['Cowboys & Aliens (2011)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
427,427,Disgust,"['Incredible Hulk, The (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
428,428,Anger,"['Justice League (2017)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
429,429,Joy,"[""Futurama: Bender's Big Score (2007)""]",['Perfect'],1
430,430,Anger,"['Pixels (2015)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
431,431,Sadness,['Empire (2002)'],['Perfect'],1
432,432,Sadness,"['Who Am I? (Wo shi shei) (1998)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
433,433,Anger,"['Die Hard: With a Vengeance (1995)', 'Mission: Impossible (1996)', 'Star Wars: Episode IV - A New Hope (1977)']","['Like', 'Like', 'Perfect']",3
434,434,Joy,['Desk Set (1957)'],['Perfect'],1
435,435,Anger,"['Hurt Locker, The (2008)']",['Perfect'],1
436,436,Sadness,"['Last Kiss, The (2006)']",['Perfect'],1
437,437,Joy,"['Gintama: The Final Chapter - Be Forever Yorozuya (2013)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
438,438,Sadness,"['Missing (1982)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
439,439,Anger,"['Naked Gun 33 1/3: The Final Insult (1994)', 'Star Wars: Episode IV - A New Hope (1977)']","['Like', 'Perfect']",2
440,440,Joy,['Pauline at the Beach (Pauline à la Plage) (1983)'],['Perfect'],1
441,441,Anger,['Scouts Guide to the Zombie Apocalypse (2015)'],['Perfect'],1
442,442,Anger,"['Immortals (2011)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
443,443,Sadness,"['Requiem (2006)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
444,444,Anger,"['The Lost Room (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
445,445,Anger,"['Batman: Year One (2011)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
446,446,Sadness,"['Counterfeiters, The (Die Fälscher) (2007)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
447,447,Fear,['Game Night (2018)'],['Perfect'],1
448,448,Anger,"['Silver Streak (1976)', 'Sneakers (1992)', 'Jaws (1975)']","['Like', 'Like', 'Perfect']",3
449,449,Joy,"['Lizzie McGuire Movie, The (2003)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
450,450,Disgust,"['Marine, The (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
451,451,Fear,"['Life After Beth (2014)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
452,452,Anger,"['Kidnapping Mr. Heineken (2015)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
453,453,Sadness,['Snatch (2000)'],['Perfect'],1
454,454,Disgust,"['Magnum Force (1973)', 'Godfather: Part II, The (1974)']","['Like', 'Perfect']",2
455,455,Joy,"['Harold and Kumar Go to White Castle (2004)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
456,456,Disgust,"['Go West (1940)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
457,457,Anger,"['Ultimate Avengers (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
458,458,Disgust,"['Seeker: The Dark Is Rising, The (2007)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
459,459,Disgust,"['Tomorrowland (2015)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
460,460,Fear,"['Saw IV (2007)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
461,461,Anger,"['From Dusk Till Dawn (1996)', 'Jaws (1975)']","['Like', 'Perfect']",2
462,462,Sadness,"['Two Women (Ciociara, La) (1960)']",['Perfect'],1
463,463,Joy,['Buena Vista Social Club (1999)'],['Perfect'],1
464,464,Fear,"['Legend of Sleepy Hollow, The (1949)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
465,465,Joy,"['Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
466,466,Anger,"['Hurt Locker, The (2008)']",['Perfect'],1
467,467,Joy,"['Haunted World of El Superbeasto, The (2009)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
468,468,Sadness,"['Atonement (2007)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
469,469,Anger,"['Catch .44 (2011)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
470,470,Sadness,"['True Lies (1994)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
471,471,Fear,"['Julia (2014)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
472,472,Fear,"['Dark Shadows (2012)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
473,473,Fear,"['Always Watching: A Marble Hornets Story (2015)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
474,474,Anger,"['Brake (2012)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
475,475,Disgust,"['Adventures of Tintin, The (2011)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
476,476,Anger,"['Great Mouse Detective, The (1986)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
477,477,Sadness,"['Teenage Mutant Ninja Turtles: Turtles Forever (2009)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
478,478,Disgust,['Into the Wild (2007)'],['Perfect'],1
479,479,Sadness,['Fail-Safe (1964)'],['Perfect'],1
480,480,Joy,"['Tomorrowland (2015)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
481,481,Fear,"['American Haunting, An (2005)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
482,482,Joy,"['Rookie of the Year (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
483,483,Fear,"['Bay, The (2012)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
484,484,Disgust,"['Prime Suspect 3 (1993)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
485,485,Fear,"['Day Watch (Dnevnoy dozor) (2006)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
486,486,Joy,['The Amazing Screw-On Head (2006)'],['Perfect'],1
