,userId,mood,recommendations,feedbacks,number of recs
175,175,Anger,"['Your Highness (2011)', 'Dinosaur (2000)', 'Ghostbusters (a.k.a. Ghost Busters) (1984)']","['Like', 'Like', 'Perfect']",3
176,176,Sadness,"['Kindergarten Cop (1990)', 'Rising Sun (1993)', 'Breaking Away (1979)']","['Like', 'Like', 'Perfect']",3
177,177,Joy,"['Trading Places (1983)', 'Planet Terror (2007)']","['Like', 'Perfect']",2
178,178,Joy,"['Cinderella (1950)', 'Blue Lagoon, The (1980)', 'The Interview (2014)', 'Super 8 (2011)', 'Star Trek IV: The Voyage Home (1986)', 'Varsity Blues (1999)', 'Training Day (2001)', 'Ladyhawke (1985)', 'Fistful of Dollars, A (Per un pugno di dollari) (1964)']","['Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",9
179,179,Anger,"['Paper, The (1994)', 'Spy Game (2001)', 'Batman: Mask of the Phantasm (1993)']","['Like', 'Like', 'Perfect']",3
180,180,Joy,"['Starship Troopers (1997)', 'Coneheads (1993)', 'Lawnmower Man 2: Beyond Cyberspace (1996)', 'Flags of Our Fathers (2006)', 'Naked Lunch (1991)', 'GoldenEye (1995)', 'Joy Luck Club, The (1993)', 'Da Vinci Code, The (2006)', 'Showgirls (1995)', 'First Wives Club, The (1996)', 'Enchanted (2007)']","['Like', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Perfect']",11
181,181,Anger,"['Queen of the Damned (2002)', 'Naked Gun 2 1/2: The Smell of Fear, The (1991)', 'Oliver & Company (1988)', 'Forbidden Planet (1956)', '(500) Days of Summer (2009)', ""The Devil's Advocate (1997)"", 'Hannibal (2001)', ""Dude, Where's My Car? (2000)"", 'Rescuers Down Under, The (1990)', 'Bridesmaids (2011)', ""General's Daughter, The (1999)"", 'Dirty Dozen, The (1967)']","['Dislike', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Dislike', 'Perfect']",12
182,182,Joy,"['Dinosaur (2000)', 'Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)']","['Like', 'Perfect']",2
183,183,Anger,"['Beverly Hillbillies, The (1993)', 'Iron Man (2008)', 'Cast Away (2000)', 'Welcome to the Dollhouse (1995)', 'Robin Hood (1973)', 'Batman & Robin (1997)', 'Unbreakable (2000)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Perfect']",7
184,184,Anger,"['Brothers McMullen, The (1995)', 'In the Line of Fire (1993)']","['Like', 'Perfect']",2
185,185,Joy,"['Towering Inferno, The (1974)', 'Rescuers Down Under, The (1990)', 'Rescuers, The (1977)', 'Simple Plan, A (1998)']","['Like', 'Like', 'Like', 'Perfect']",4
186,186,Fear,"['Mist, The (2007)', 'Rocky V (1990)', 'Deadpool 2 (2018)', 'Ladyhawke (1985)', 'Boondock Saints, The (2000)']","['Like', 'Dislike', 'Like', 'Like', 'Perfect']",5
187,187,Anger,"['Mission: Impossible (1996)', 'I Am Legend (2007)']","['Like', 'Perfect']",2
188,188,Anger,"['Freaky Friday (2003)', 'Back to the Future Part III (1990)', 'Brady Bunch Movie, The (1995)', 'Red Violin, The (Violon rouge, Le) (1998)']","['Like', 'Like', 'Dislike', 'Perfect']",4
189,189,Disgust,['White Squall (1996)'],['Perfect'],1
190,190,Fear,"['Lawnmower Man, The (1992)', 'One Fine Day (1996)', 'Ready to Wear (Pret-A-Porter) (1994)', 'Twelfth Night (1996)', 'Kingdom of Heaven (2005)']","['Like', 'Like', 'Dislike', 'Like', 'Perfect']",5
191,191,Anger,['Being There (1979)'],['Perfect'],1
192,192,Anger,"['Revenge of the Nerds (1984)', 'Misérables, Les (1995)', 'Fifth Element, The (1997)', 'MirrorMask (2005)']","['Dislike', 'Like', 'Like', 'Perfect']",4
193,193,Fear,['About a Boy (2002)'],['Perfect'],1
194,194,Joy,"['Sixteen Candles (1984)', ""Big Momma's House (2000)"", 'Matilda (1996)', 'Casino (1995)']","['Like', 'Dislike', 'Like', 'Perfect']",4
195,195,Anger,"['Lord of the Rings: The Return of the King, The (2003)']",['Perfect'],1
196,196,Disgust,"['Island of Dr. Moreau, The (1996)', 'Back to the Future Part III (1990)', 'Master and Commander: The Far Side of the World (2003)', 'Insider, The (1999)']","['Like', 'Like', 'Like', 'Perfect']",4
197,197,Disgust,['Some Like It Hot (1959)'],['Perfect'],1
198,198,Joy,"['Deuce Bigalow: Male Gigolo (1999)', 'Fast and the Furious, The (2001)', 'The Interview (2014)', 'Aristocrats, The (2005)', 'Hoosiers (a.k.a. Best Shot) (1986)', 'Planet of the Apes (1968)', 'Amityville Horror, The (1979)', 'Batman (1989)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Dead Man Walking (1995)', 'Con Air (1997)', 'Austin Powers: International Man of Mystery (1997)', ""Mr. Holland's Opus (1995)"", 'Producers, The (1968)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Perfect']",14
199,199,Fear,"['Once Upon a Time in Mexico (2003)', 'Jackal, The (1997)', 'Tropic Thunder (2008)', 'Constantine (2005)', 'From Russia with Love (1963)']","['Like', 'Like', 'Like', 'Like', 'Perfect']",5
200,200,Anger,['Apocalypto (2006)'],['Perfect'],1
201,201,Disgust,"['Footloose (1984)', 'Edward Scissorhands (1990)']","['Like', 'Perfect']",2
202,202,Fear,"['In Time (2011)', 'Kung Fu Panda 2 (2011)', 'Idle Hands (1999)', 'Men in Black III (M.III.B.) (M.I.B.³) (2012)', '8 Mile (2002)', 'Harriet the Spy (1996)', 'Ordinary People (1980)']","['Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",7
203,203,Disgust,"['Dirty Pretty Things (2002)', ""Wayne's World 2 (1993)"", 'Fly, The (1958)', 'Mission: Impossible (1996)', 'Wild Tales (2014)']","['Like', 'Like', 'Like', 'Like', 'Perfect']",5
204,204,Sadness,"['Living Daylights, The (1987)', 'Bulworth (1998)', 'Jack (1996)', 'Frida (2002)']","['Like', 'Like', 'Like', 'Perfect']",4
205,205,Sadness,"['Super Size Me (2004)', 'Girl, Interrupted (1999)']","['Like', 'Perfect']",2
206,206,Sadness,"['Fletch Lives (1989)', 'Gothika (2003)', 'Freaks (1932)', 'U.S. Marshals (1998)', 'Stalag 17 (1953)', 'Blade: Trinity (2004)', 'Sleepy Hollow (1999)', 'River Wild, The (1994)', 'Father of the Bride (1991)', 'Natural Born Killers (1994)', 'Dangerous Liaisons (1988)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",11
207,207,Joy,"['Mad Max Beyond Thunderdome (1985)', 'All About Eve (1950)']","['Like', 'Perfect']",2
208,208,Disgust,"['Shawshank Redemption, The (1994)']",['Perfect'],1
209,209,Disgust,"['Van Helsing (2004)', 'Aliens (1986)', '21 Grams (2003)', 'Mallrats (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Lake Placid (1999)', 'Casper (1995)', 'Italian Job, The (1969)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Perfect']",8
210,210,Fear,"['Rise of the Planet of the Apes (2011)', 'Dark Crystal, The (1982)', 'Capote (2005)']","['Like', 'Like', 'Perfect']",3
211,211,Disgust,"['October Sky (1999)', 'Manhattan Murder Mystery (1993)', 'Wedding Crashers (2005)', 'American in Paris, An (1951)', 'Jerk, The (1979)', 'Invasion of the Body Snatchers (1956)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
212,212,Anger,"['Aeon Flux (2005)', ""Charlie's Angels (2000)"", 'Married to the Mob (1988)', 'Back to the Future (1985)']","['Like', 'Dislike', 'Dislike', 'Perfect']",4
213,213,Sadness,"['I Still Know What You Did Last Summer (1998)', 'Spotlight (2015)']","['Dislike', 'Perfect']",2
214,214,Sadness,"['Rocky V (1990)', 'Scott Pilgrim vs. the World (2010)']","['Dislike', 'Perfect']",2
215,215,Disgust,['Drive (2011)'],['Perfect'],1
216,216,Fear,['Chinatown (1974)'],['Perfect'],1
217,217,Sadness,['Drunken Master (Jui kuen) (1978)'],['Perfect'],1
218,218,Fear,"['Richie Rich (1994)', 'Wings of Desire (Himmel über Berlin, Der) (1987)', 'Match Point (2005)', 'Seven Psychopaths (2012)', 'Adventures of Rocky and Bullwinkle, The (2000)', 'Great Dictator, The (1940)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Perfect']",6
219,219,Disgust,"['Saw II (2005)', 'Saw III (2006)', 'Ring, The (2002)', 'Monty Python Live at the Hollywood Bowl (1982)']","['Like', 'Like', 'Like', 'Perfect']",4
220,220,Joy,"['Dances with Wolves (1990)', 'La La Land (2016)', 'Remains of the Day, The (1993)', 'Down with Love (2003)', 'Gone with the Wind (1939)']","['Like', 'Like', 'Like', 'Like', 'Perfect']",5
221,221,Anger,"['Some Kind of Wonderful (1987)', ""Howl's Moving Castle (Hauru no ugoku shiro) (2004)""]","['Like', 'Perfect']",2
222,222,Disgust,"['Ready to Wear (Pret-A-Porter) (1994)', 'Mad Max Beyond Thunderdome (1985)', 'Three Colors: Blue (Trois couleurs: Bleu) (1993)']","['Dislike', 'Like', 'Perfect']",3
223,223,Disgust,"['Gift, The (2000)', 'Big Short, The (2015)', 'Grown Ups (2010)', 'Naked Gun 2 1/2: The Smell of Fear, The (1991)', 'Ref, The (1994)', 'Inside Job (2010)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
224,224,Joy,"['Ant-Man (2015)', 'When Harry Met Sally... (1989)']","['Like', 'Perfect']",2
225,225,Sadness,"['Name of the Rose, The (Name der Rose, Der) (1986)', 'Haunting, The (1999)', 'Pump Up the Volume (1990)', 'L.A. Confidential (1997)']","['Like', 'Dislike', 'Like', 'Perfect']",4
226,226,Joy,"['Elysium (2013)', 'Sicko (2007)']","['Like', 'Perfect']",2
227,227,Disgust,['Invasion of the Body Snatchers (1956)'],['Perfect'],1
228,228,Sadness,"['Grease 2 (1982)', 'When We Were Kings (1996)']","['Dislike', 'Perfect']",2
229,229,Joy,['Scott Pilgrim vs. the World (2010)'],['Perfect'],1
230,230,Joy,"['Vampire in Brooklyn (1995)', 'Das Experiment (Experiment, The) (2001)']","['Dislike', 'Perfect']",2
231,231,Disgust,"['Dr. Dolittle 2 (2001)', 'Network (1976)']","['Dislike', 'Perfect']",2
232,232,Sadness,"['Barcelona (1994)', 'French Connection, The (1971)']","['Like', 'Perfect']",2
233,233,Joy,"['Species II (1998)', 'Just Cause (1995)', 'Sum of All Fears, The (2002)', 'Abyss, The (1989)', 'Battlestar Galactica (2003)']","['Dislike', 'Like', 'Like', 'Like', 'Perfect']",5
234,234,Anger,"['Majestic, The (2001)', 'Timecop (1994)', 'Some Folks Call It a Sling Blade (1993)', 'Star Trek II: The Wrath of Khan (1982)', 'Battlefield Earth (2000)', ""Weekend at Bernie's (1989)"", ""Can't Hardly Wait (1998)"", 'Teenage Mutant Ninja Turtles (1990)', 'Flatliners (1990)', 'Babel (2006)', ""One Flew Over the Cuckoo's Nest (1975)""]","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",11
235,235,Joy,"['Craft, The (1996)', 'Legally Blonde (2001)', 'Serenity (2005)', 'Blown Away (1994)', 'Licence to Kill (1989)', 'Eragon (2006)', 'Executive Decision (1996)', 'Superman III (1983)', 'Dead Alive (Braindead) (1992)']","['Like', 'Like', 'Like', 'Dislike', 'Like', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
236,236,Sadness,"[""Devil's Backbone, The (Espinazo del diablo, El) (2001)"", 'Purple Rose of Cairo, The (1985)']","['Like', 'Perfect']",2
237,237,Sadness,"['Married to the Mob (1988)', 'Airheads (1994)', 'Wizard of Oz, The (1939)', 'Enchanted (2007)']","['Dislike', 'Like', 'Like', 'Perfect']",4
238,238,Sadness,['Hannah and Her Sisters (1986)'],['Perfect'],1
239,239,Joy,"['Grosse Pointe Blank (1997)', 'Oblivion (2013)', 'Sgt. Bilko (1996)', 'American Beauty (1999)']","['Like', 'Like', 'Like', 'Perfect']",4
240,240,Fear,['Notorious (1946)'],['Perfect'],1
241,241,Anger,"['Napoleon Dynamite (2004)', 'My Life in Pink (Ma vie en rose) (1997)']","['Like', 'Perfect']",2
242,242,Sadness,['Crumb (1994)'],['Perfect'],1
243,243,Fear,"['Michael Collins (1996)', 'Winnie the Pooh and the Blustery Day (1968)', 'Chronicles of Narnia: Prince Caspian, The (2008)', 'Dawn of the Dead (1978)']","['Dislike', 'Like', 'Like', 'Perfect']",4
244,244,Disgust,"['Snakes on a Plane (2006)', 'Psycho (1960)']","['Like', 'Perfect']",2
245,245,Disgust,"['Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)', 'Notebook, The (2004)', 'Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)', 'Bedazzled (2000)', '127 Hours (2010)']","['Dislike', 'Like', 'Like', 'Like', 'Perfect']",5
246,246,Sadness,"['World War Z (2013)', 'Garden State (2004)']","['Like', 'Perfect']",2
247,247,Fear,"['Firm, The (1993)', 'Seven Psychopaths (2012)', 'Surrogates (2009)', 'Haunted Mansion, The (2003)', 'Badlands (1973)']","['Like', 'Like', 'Like', 'Dislike', 'Perfect']",5
248,248,Disgust,"['48 Hrs. (1982)', 'Fifth Element, The (1997)', 'Michael Collins (1996)', 'Fargo (1996)']","['Like', 'Like', 'Dislike', 'Perfect']",4
249,249,Disgust,"['Ugly Truth, The (2009)', 'Mrs. Doubtfire (1993)', 'Sweetest Thing, The (2002)', 'Alice in Wonderland (2010)', 'Terminal, The (2004)', 'Living in Oblivion (1995)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
250,250,Sadness,"['Shining, The (1980)']",['Perfect'],1
251,251,Disgust,"['Sweet Hereafter, The (1997)']",['Perfect'],1
252,252,Joy,"['Underworld (2003)', 'Sabrina (1995)', 'Lost Boys, The (1987)']","['Like', 'Like', 'Perfect']",3
253,253,Joy,['Annie Hall (1977)'],['Perfect'],1
254,254,Anger,"['Treasure of the Sierra Madre, The (1948)', 'Sleepers (1996)', 'Like Water for Chocolate (Como agua para chocolate) (1992)']","['Like', 'Like', 'Perfect']",3
255,255,Sadness,"['Manchurian Candidate, The (1962)']",['Perfect'],1
256,256,Anger,['State and Main (2000)'],['Perfect'],1
257,257,Sadness,"['Pushing Tin (1999)', 'Under the Tuscan Sun (2003)', '2010: The Year We Make Contact (1984)', 'Happy Gilmore (1996)', 'Flight of the Navigator (1986)', 'K-PAX (2001)', 'Hard Target (1993)', 'Gung Ho (1986)', 'Blades of Glory (2007)', 'Femme Nikita, La (Nikita) (1990)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Perfect']",10
258,258,Joy,"['Lion King, The (1994)', 'Dreamers, The (2003)']","['Like', 'Perfect']",2
259,259,Fear,"['Eraser (1996)', 'Sleepy Hollow (1999)', 'Spectre (2015)', 'Harry Potter and the Deathly Hallows: Part 1 (2010)']","['Like', 'Like', 'Dislike', 'Perfect']",4
260,260,Anger,"['Lara Croft: Tomb Raider (2001)', 'Terminator Salvation (2009)', 'Grumpy Old Men (1993)', 'Descendants, The (2011)']","['Like', 'Like', 'Like', 'Perfect']",4
261,261,Disgust,"['Lawnmower Man, The (1992)', 'Three Musketeers, The (1993)', 'Machete (2010)', 'Last Samurai, The (2003)']","['Like', 'Like', 'Dislike', 'Perfect']",4
262,262,Fear,"['Nightmare Before Christmas, The (1993)', 'Rundown, The (2003)', ""Smilla's Sense of Snow (1997)"", 'Seven Psychopaths (2012)', 'Mighty Aphrodite (1995)', 'Hard Target (1993)', 'Black Panther (2017)', 'Scream 3 (2000)', 'Pay It Forward (2000)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Snake Eyes (1998)', 'Bolt (2008)', 'Basic Instinct (1992)', 'No Strings Attached (2011)', 'Harvey (1950)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",15
263,263,Joy,"[""She's Out of My League (2010)"", 'Dogville (2003)']","['Like', 'Perfect']",2
264,264,Joy,"['Changing Lanes (2002)', 'Ransom (1996)', 'Rent (2005)', 'Lone Star (1996)']","['Like', 'Like', 'Like', 'Perfect']",4
265,265,Fear,['Enemy at the Gates (2001)'],['Perfect'],1
266,266,Fear,"['Surrogates (2009)', 'Negotiator, The (1998)', 'Twilight (2008)', 'Spanish Prisoner, The (1997)', 'RocknRolla (2008)']","['Like', 'Like', 'Dislike', 'Like', 'Perfect']",5
267,267,Disgust,"['Wings of Desire (Himmel über Berlin, Der) (1987)', 'Mad Max Beyond Thunderdome (1985)', 'Man Without a Face, The (1993)', 'Misery (1990)']","['Like', 'Like', 'Like', 'Perfect']",4
268,268,Anger,"['Living Daylights, The (1987)', ""White Men Can't Jump (1992)"", 'Henry V (1989)']","['Like', 'Like', 'Perfect']",3
269,269,Anger,"['Science of Sleep, The (La science des rêves) (2006)']",['Perfect'],1
270,270,Joy,"['Man Without a Face, The (1993)', 'Hellboy (2004)', 'Star Trek IV: The Voyage Home (1986)', 'Titan A.E. (2000)', 'Jewel of the Nile, The (1985)', 'Like Water for Chocolate (Como agua para chocolate) (1992)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
271,271,Sadness,"['Chitty Chitty Bang Bang (1968)', 'Batman & Robin (1997)', ""Don't Tell Mom the Babysitter's Dead (1991)"", ""European Vacation (aka National Lampoon's European Vacation) (1985)"", 'Wedding Singer, The (1998)', 'Corpse Bride (2005)', 'History of Violence, A (2005)', 'Little Nicky (2000)', 'Red Rock West (1992)', ""Big Momma's House (2000)"", 'Being John Malkovich (1999)']","['Like', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Perfect']",11
272,272,Anger,"['Royal Tenenbaums, The (2001)']",['Perfect'],1
273,273,Anger,"['Reality Bites (1994)', 'In & Out (1997)', 'Barb Wire (1996)', 'French Kiss (1995)', 'This Is the End (2013)', 'Terminal, The (2004)', 'Lady in the Water (2006)', 'To Die For (1995)', ""Ocean's Eleven (a.k.a. Ocean's 11) (1960)"", 'Supergirl (1984)', 'Philadelphia (1993)', 'Splash (1984)', 'Free Willy (1993)', 'Runaway Bride (1999)', 'Peter Pan (1953)', 'Nutty Professor II: The Klumps (2000)', 'Saving Private Ryan (1998)']","['Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Dislike', 'Perfect']",17
274,274,Anger,"['Election (1999)', 'Delicatessen (1991)']","['Like', 'Perfect']",2
275,275,Disgust,"['Fletch Lives (1989)', 'Witness for the Prosecution (1957)']","['Dislike', 'Perfect']",2
276,276,Sadness,"['Witches of Eastwick, The (1987)', ""St. Elmo's Fire (1985)"", 'Taxi Driver (1976)']","['Dislike', 'Like', 'Perfect']",3
277,277,Fear,"['Forces of Nature (1999)', 'Dead Zone, The (1983)', '12 Angry Men (1957)']","['Dislike', 'Like', 'Perfect']",3
278,278,Sadness,"['Flight (2012)', 'Bicentennial Man (1999)', 'Book of Eli, The (2010)', 'Leaving Las Vegas (1995)', 'Neighbors (2014)', 'Prisoners (2013)']","['Like', 'Dislike', 'Like', 'Like', 'Dislike', 'Perfect']",6
279,279,Anger,['Forrest Gump (1994)'],['Perfect'],1
280,280,Fear,['Whiplash (2014)'],['Perfect'],1
281,281,Sadness,"['Starsky & Hutch (2004)', 'Junior (1994)', 'Croods, The (2013)']","['Like', 'Like', 'Perfect']",3
282,282,Disgust,"['Black Panther (2017)', 'Hot Fuzz (2007)']","['Like', 'Perfect']",2
283,283,Anger,"['Stop! Or My Mom Will Shoot (1992)', 'Office Space (1999)']","['Dislike', 'Perfect']",2
284,284,Disgust,"['Triplets of Belleville, The (Les triplettes de Belleville) (2003)', 'Blue Velvet (1986)']","['Like', 'Perfect']",2
285,285,Joy,"['Private Benjamin (1980)', 'Rango (2011)', 'Bone Collector, The (1999)', 'Abyss, The (1989)', 'Mission: Impossible II (2000)', 'Crocodile Dundee (1986)', 'Devil in a Blue Dress (1995)', 'Witness for the Prosecution (1957)']","['Dislike', 'Like', 'Dislike', 'Like', 'Dislike', 'Like', 'Like', 'Perfect']",8
286,286,Fear,"['Adjustment Bureau, The (2011)', 'Ever After: A Cinderella Story (1998)', 'How the Grinch Stole Christmas! (1966)', 'Godzilla (1998)', 'Medicine Man (1992)', 'Frailty (2001)']","['Like', 'Like', 'Like', 'Dislike', 'Like', 'Perfect']",6
287,287,Sadness,"['Species II (1998)', 'WALL·E (2008)', 'Corrina, Corrina (1994)', 'Big Daddy (1999)', 'Mississippi Burning (1988)', 'Honey, I Blew Up the Kid (1992)', 'Jurassic Park III (2001)', 'Igby Goes Down (2002)']","['Dislike', 'Like', 'Dislike', 'Like', 'Like', 'Dislike', 'Like', 'Perfect']",8
288,288,Fear,['Star Trek (2009)'],['Perfect'],1
289,289,Fear,['Moneyball (2011)'],['Perfect'],1
290,290,Fear,['Harry Potter and the Goblet of Fire (2005)'],['Perfect'],1
291,291,Joy,"['High Fidelity (2000)', 'Cook the Thief His Wife & Her Lover, The (1989)', 'Dark Crystal, The (1982)', 'The Nice Guys (2016)', 'Crocodile Dundee (1986)', 'Dawn of the Dead (2004)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
292,292,Anger,"['Contact (1997)', 'Wolf (1994)', 'Star Trek: The Motion Picture (1979)', 'Captain America: The Winter Soldier (2014)', 'Tootsie (1982)', 'John Wick (2014)']","['Like', 'Like', 'Dislike', 'Like', 'Like', 'Perfect']",6
293,293,Fear,"['Hangover Part II, The (2011)', 'Fright Night (1985)', 'Marley & Me (2008)', 'Face/Off (1997)', 'Coco (2017)', 'Born on the Fourth of July (1989)', 'Cold Comfort Farm (1995)', 'How to Train Your Dragon (2010)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",8
294,294,Sadness,['Before Sunset (2004)'],['Perfect'],1
295,295,Anger,"['Texas Chainsaw Massacre, The (1974)', 'Liar Liar (1997)', 'Touch of Evil (1958)']","['Dislike', 'Like', 'Perfect']",3
296,296,Joy,"['Me Myself I (2000)', 'Avengers, The (2012)']","['Like', 'Perfect']",2
297,297,Fear,"['Freaky Friday (2003)', 'Goodfellas (1990)']","['Like', 'Perfect']",2
298,298,Disgust,['Reservoir Dogs (1992)'],['Perfect'],1
299,299,Joy,"['Cabin in the Woods, The (2012)']",['Perfect'],1
300,300,Sadness,"['Prometheus (2012)', 'Misérables, Les (1998)']","['Like', 'Perfect']",2
301,301,Joy,"['Expendables 2, The (2012)', 'Million Dollar Baby (2004)']","['Like', 'Perfect']",2
302,302,Sadness,"['Superman III (1983)', 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)']","['Dislike', 'Perfect']",2
303,303,Joy,['Shooter (2007)'],['Perfect'],1
304,304,Joy,"['Cowboys & Aliens (2011)', 'Hotel Rwanda (2004)', 'Cold Mountain (2003)', 'You Only Live Twice (1967)']","['Like', 'Like', 'Like', 'Perfect']",4
305,305,Joy,['Hamlet (1996)'],['Perfect'],1
306,306,Disgust,"['Bourne Legacy, The (2012)', ""America's Sweethearts (2001)"", 'Cloud Atlas (2012)', 'Jackass: The Movie (2002)', 'Eight Men Out (1988)', 'The Queen (2006)']","['Like', 'Dislike', 'Like', 'Like', 'Like', 'Perfect']",6
307,307,Disgust,['Magnolia (1999)'],['Perfect'],1
308,308,Joy,['Apocalypto (2006)'],['Perfect'],1
309,309,Anger,"['Prince of Persia: The Sands of Time (2010)', 'Wedding Date, The (2005)', 'Dark Knight Rises, The (2012)', 'Tremors (1990)', 'Four Weddings and a Funeral (1994)', 'Ransom (1996)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",7
310,310,Sadness,"['Frozen (2013)', ""Futurama: Bender's Big Score (2007)""]","['Like', 'Perfect']",2
311,311,Anger,"['Bewitched (2005)', 'Police Academy 2: Their First Assignment (1985)', '400 Blows, The (Les quatre cents coups) (1959)', 'Princess Mononoke (Mononoke-hime) (1997)']","['Dislike', 'Dislike', 'Like', 'Perfect']",4
312,312,Anger,['Scott Pilgrim vs. the World (2010)'],['Perfect'],1
313,313,Joy,['Dirty Harry (1971)'],['Perfect'],1
314,314,Disgust,"['In & Out (1997)', 'The Man from U.N.C.L.E. (2015)', ""Child's Play (1988)"", 'Sound of Music, The (1965)']","['Like', 'Like', 'Dislike', 'Perfect']",4
315,315,Joy,['Collateral (2004)'],['Perfect'],1
316,316,Anger,['American Gangster (2007)'],['Perfect'],1
317,317,Disgust,"['Pitch Black (2000)', 'Babel (2006)', 'Few Good Men, A (1992)']","['Like', 'Like', 'Perfect']",3
318,318,Joy,['Happiness (1998)'],['Perfect'],1
319,319,Disgust,"['Green Lantern (2011)', 'Arsenic and Old Lace (1944)']","['Dislike', 'Perfect']",2
320,320,Sadness,"['Nine Months (1995)', 'Christine (1983)', ""It's a Wonderful Life (1946)""]","['Dislike', 'Like', 'Perfect']",3
321,321,Joy,"['Hellraiser (1987)', 'Elephant (2003)', ""Dead Men Don't Wear Plaid (1982)"", 'Snowpiercer (2013)', 'History of the World: Part I (1981)', 'Young Guns (1988)', 'Django Unchained (2012)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",7
322,322,Fear,"['Vicky Cristina Barcelona (2008)', 'Silver Linings Playbook (2012)', 'Bulworth (1998)', ""Devil's Backbone, The (Espinazo del diablo, El) (2001)"", 'Descendants, The (2011)']","['Like', 'Like', 'Like', 'Like', 'Perfect']",5
323,323,Fear,"['Alien Nation (1988)', 'Persepolis (2007)']","['Like', 'Perfect']",2
324,324,Disgust,"['8MM (1999)', 'Starship Troopers (1997)', 'Karate Kid, The (1984)', 'Blow (2001)']","['Like', 'Like', 'Like', 'Perfect']",4
325,325,Fear,"['Pelican Brief, The (1993)', 'True Lies (1994)', 'Elephant Man, The (1980)']","['Dislike', 'Like', 'Perfect']",3
326,326,Joy,"['Bewitched (2005)', 'Top Gun (1986)', 'Johnny Mnemonic (1995)', 'Canadian Bacon (1995)', 'Shooter (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Perfect']",5
327,327,Sadness,"['Pink Panther, The (1963)', 'Sex, Lies, and Videotape (1989)', 'Sliver (1993)', 'Old School (2003)', 'Full Metal Jacket (1987)']","['Like', 'Like', 'Dislike', 'Like', 'Perfect']",5
328,328,Fear,"['Village, The (2004)', 'Wedding Date, The (2005)', 'Time Bandits (1981)']","['Like', 'Like', 'Perfect']",3
329,329,Fear,"['Happy Feet (2006)', 'Blair Witch Project, The (1999)', 'Monsoon Wedding (2001)']","['Dislike', 'Like', 'Perfect']",3
330,330,Fear,"['Nine Months (1995)', 'Wag the Dog (1997)', 'Seventh Seal, The (Sjunde inseglet, Det) (1957)']","['Dislike', 'Like', 'Perfect']",3
