,userId,mood,recommendations,feedbacks,number of recs
102,102,Disgust,"[""Hang 'Em High (1968)"", 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
103,103,Fear,"['Swamp Thing (1982)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
104,104,Fear,"['The Purge: Election Year (2016)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
105,105,Joy,"['Band of Outsiders (Bande à part) (1964)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
106,106,Sadness,['Dog Day Afternoon (1975)'],['Perfect'],1
107,107,Disgust,"['Generation X (1996)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
108,108,Anger,"['2 Days in the Valley (1996)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
109,109,Joy,['All-Star Superman (2011)'],['Perfect'],1
110,110,Anger,"['Heat, The (2013)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
111,111,Sadness,['Riki-Oh: The Story of Ricky (Lik Wong) (1991)'],['Perfect'],1
112,112,Anger,"['Assassination of Jesse James by the Coward Robert Ford, The (2007)']",['Perfect'],1
113,113,Sadness,"['Executive Decision (1996)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
114,114,Sadness,"['Bad Company (1995)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
115,115,Sadness,"['Detour (1945)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
116,116,Anger,['Paradise Now (2005)'],['Perfect'],1
117,117,Joy,['Monty Python and the Holy Grail (1975)'],['Perfect'],1
118,118,Anger,"['Bunraku (2010)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
119,119,Sadness,['Citizen X (1995)'],['Perfect'],1
120,120,Anger,['No Country for Old Men (2007)'],['Perfect'],1
121,121,Sadness,"['Run (1991)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
122,122,Sadness,['Star Trek: First Contact (1996)'],['Perfect'],1
123,123,Joy,"['Sideways (2004)', 'Bird People in China, The (Chûgoku no chôjin) (1998)']","['Like', 'Perfect']",2
124,124,Disgust,"['Marauders (2016)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
125,125,Anger,"['The Great Train Robbery (1903)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
126,126,Sadness,"['Die Hard 2 (1990)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
127,127,Joy,"['Lara Croft Tomb Raider: The Cradle of Life (2003)', 'Bird People in China, The (Chûgoku no chôjin) (1998)']","['Like', 'Perfect']",2
128,128,Fear,['Boy Eats Girl (2005)'],['Perfect'],1
129,129,Sadness,"['Chase, The (1994)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
130,130,Disgust,"['Tango & Cash (1989)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Perfect']",8
131,131,Sadness,['Nuremberg (2000)'],['Perfect'],1
132,132,Disgust,"['Day Watch (Dnevnoy dozor) (2006)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
133,133,Disgust,"['Imperium (2016)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
134,134,Anger,"['Marvel One-Shot: Item 47 (2012)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
135,135,Joy,"[""She's All That (1999)"", 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
136,136,Disgust,"['Unleashed (Danny the Dog) (2005)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
137,137,Disgust,['Flickering Lights (Blinkende lygter) (2000)'],['Perfect'],1
138,138,Anger,"['Book of Eli, The (2010)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
139,139,Anger,"['Bandidas (2006)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
140,140,Sadness,"['Open Your Eyes (Abre los ojos) (1997)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
141,141,Anger,"['Miami Vice (2006)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
142,142,Disgust,"['War of the Worlds (2005)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
143,143,Joy,"[""She's the One (1996)"", 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
144,144,Disgust,"['10 Cent Pistol (2015)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
145,145,Anger,"['Life Eternal (2015)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
146,146,Anger,['Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)'],['Perfect'],1
147,147,Sadness,"['Rollerball (1975)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
148,148,Disgust,"['Prince of Persia: The Sands of Time (2010)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
149,149,Sadness,"['Catch .44 (2011)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
150,150,Sadness,"['Package, The (1989)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
151,151,Joy,"['Secret of Kells, The (2009)']",['Perfect'],1
152,152,Sadness,"['Last Wave, The (1977)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
153,153,Fear,"[""The Devil's Candy (2015)"", 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
154,154,Disgust,"['Hoax, The (2007)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
155,155,Fear,"['Walled In (2009)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
156,156,Fear,['Looker (1981)'],['Perfect'],1
157,157,Anger,"['Clear and Present Danger (1994)', 'Above the Law (1988)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",10
158,158,Joy,"['Wild America (1997)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
159,159,Sadness,"['War for the Planet of the Apes (2017)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
160,160,Sadness,"['Legend of Zorro, The (2005)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
161,161,Joy,"[""Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997)"", 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
162,162,Fear,"['Blood and Chocolate (2007)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
163,163,Anger,['Zombieland (2009)'],['Perfect'],1
164,164,Fear,"['Apollo 18 (2011)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
165,165,Anger,['Making a Murderer (2015)'],['Perfect'],1
166,166,Sadness,"['The Machinist (2004)', 'Hostage (2005)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Like', 'Perfect']",4
167,167,Anger,"['Taken (2008)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
168,168,Disgust,"['RoboCop 3 (1993)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
169,169,Joy,['All Yours (2016)'],['Perfect'],1
170,170,Anger,"['Dead Fury (2008)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
171,171,Fear,['Children of Men (2006)'],['Perfect'],1
172,172,Joy,"['Harvey Girls, The (1946)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
173,173,Joy,"['Price of Milk, The (2000)']",['Perfect'],1
174,174,Anger,"['Chaos (2005)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
175,175,Anger,"['Rampage (2018)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
176,176,Sadness,"['American Haunting, An (2005)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
177,177,Joy,"['Simone (S1m0ne) (2002)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
178,178,Joy,"['Along Came Polly (2004)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
179,179,Anger,"['Menace II Society (1993)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
180,180,Joy,"['I Think I Love My Wife (2007)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
181,181,Anger,"['Fair Game (1995)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
182,182,Joy,"['Indian in the Cupboard, The (1995)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
183,183,Anger,"['Once Upon a Time in Mexico (2003)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
184,184,Anger,['X-Men: First Class (2011)'],['Perfect'],1
185,185,Joy,"['Going the Distance (2010)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
186,186,Fear,"['Resident Evil: Retribution (2012)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",11
187,187,Anger,"['Jurassic World (2015)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
188,188,Anger,['Bottle Rocket (1996)'],['Perfect'],1
189,189,Disgust,"['Hit by Lightning (2014)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
190,190,Fear,"['Underworld: Evolution (2006)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
191,191,Anger,['Ryuzo and the Seven Henchmen (2015)'],['Perfect'],1
192,192,Anger,"['Killer Elite (2011)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
193,193,Fear,"['Captain America: Civil War (2016)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
194,194,Joy,"[""Dragonheart 3: The Sorcerer's Curse (2015)""]",['Perfect'],1
195,195,Anger,"['Broken Arrow (1950)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
196,196,Disgust,"[""Carlito's Way (1993)"", 'Above the Law (1988)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",10
197,197,Disgust,['Angels with Dirty Faces (1938)'],['Perfect'],1
198,198,Joy,['The Importance of Being Earnest (1952)'],['Perfect'],1
199,199,Fear,"['The Conjuring 2 (2016)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
200,200,Anger,"['Harry Potter and the Deathly Hallows: Part 2 (2011)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
201,201,Disgust,"['21 (2008)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
202,202,Fear,"['Frequently Asked Questions About Time Travel (2009)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
203,203,Disgust,"['Double, The (2011)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
204,204,Sadness,"['Dressed to Kill (1980)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
205,205,Sadness,"['Before the Fall (NaPolA - Elite für den Führer) (2004)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
206,206,Sadness,"['Batman Forever (1995)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
207,207,Joy,"['Lost Highway (1997)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
208,208,Disgust,"['Money Train (1995)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
209,209,Disgust,"['CHiPS (2017)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
